Hour,Minute,Second,HeartRate,SpO2,Label,Subject
14,21,15,61,94,Relax_2,Subject_14
14,21,16,61,94,Relax_2,Subject_14
14,21,17,61,94,Relax_2,Subject_14
14,21,18,64,94,Relax_2,Subject_14
14,21,19,64,94,Relax_2,Subject_14
14,21,20,65,94,Relax_2,Subject_14
14,21,21,65,94,Relax_2,Subject_14
14,21,22,67,94,Relax_2,Subject_14
14,21,23,67,94,Relax_2,Subject_14
14,21,24,68,94,Relax_2,Subject_14
14,21,25,68,94,Relax_2,Subject_14
14,21,26,68,94,Relax_2,Subject_14
14,21,27,67,94,Relax_2,Subject_14
14,21,28,67,94,Relax_2,Subject_14
14,21,29,67,94,Relax_2,Subject_14
14,21,30,67,94,Relax_2,Subject_14
14,21,31,67,93,Relax_2,Subject_14
14,21,32,69,93,Relax_2,Subject_14
14,21,33,69,93,Relax_2,Subject_14
14,21,34,70,93,Relax_2,Subject_14
14,21,35,71,93,Relax_2,Subject_14
14,21,36,72,93,Relax_2,Subject_14
14,21,37,71,93,Relax_2,Subject_14
14,21,38,70,93,Relax_2,Subject_14
14,21,39,69,93,Relax_2,Subject_14
14,21,40,69,93,Relax_2,Subject_14
14,21,41,68,93,Relax_2,Subject_14
14,21,42,68,93,Relax_2,Subject_14
14,21,43,68,93,Relax_2,Subject_14
14,21,44,67,93,Relax_2,Subject_14
14,21,45,66,93,Relax_2,Subject_14
14,21,46,66,93,Relax_2,Subject_14
14,21,47,66,93,Relax_2,Subject_14
14,21,48,65,93,Relax_2,Subject_14
14,21,49,65,93,Relax_2,Subject_14
14,21,50,65,93,Relax_2,Subject_14
14,21,51,65,94,Relax_2,Subject_14
14,21,52,64,94,Relax_2,Subject_14
14,21,53,64,93,Relax_2,Subject_14
14,21,54,65,93,Relax_2,Subject_14
14,21,55,65,93,Relax_2,Subject_14
14,21,56,65,93,Relax_2,Subject_14
14,21,57,65,93,Relax_2,Subject_14
14,21,58,65,93,Relax_2,Subject_14
14,21,59,65,93,Relax_2,Subject_14
14,22,0,65,93,Relax_2,Subject_14
14,22,1,65,93,Relax_2,Subject_14
14,22,2,64,93,Relax_2,Subject_14
14,22,3,64,94,Relax_2,Subject_14
14,22,4,64,93,Relax_2,Subject_14
14,22,5,64,93,Relax_2,Subject_14
14,22,6,65,93,Relax_2,Subject_14
14,22,7,66,94,Relax_2,Subject_14
14,22,8,66,94,Relax_2,Subject_14
14,22,9,67,94,Relax_2,Subject_14
14,22,10,67,94,Relax_2,Subject_14
14,22,11,66,93,Relax_2,Subject_14
14,22,12,66,93,Relax_2,Subject_14
14,22,13,67,93,Relax_2,Subject_14
14,22,14,66,93,Relax_2,Subject_14
14,22,15,65,93,Relax_2,Subject_14
14,22,16,65,94,Relax_2,Subject_14
14,22,17,65,94,Relax_2,Subject_14
14,22,18,65,94,Relax_2,Subject_14
14,22,19,64,94,Relax_2,Subject_14
14,22,20,65,94,Relax_2,Subject_14
14,22,21,66,94,Relax_2,Subject_14
14,22,22,66,94,Relax_2,Subject_14
14,22,23,66,94,Relax_2,Subject_14
14,22,24,67,94,Relax_2,Subject_14
14,22,25,66,94,Relax_2,Subject_14
14,22,26,66,94,Relax_2,Subject_14
14,22,27,66,94,Relax_2,Subject_14
14,22,28,66,94,Relax_2,Subject_14
14,22,29,67,94,Relax_2,Subject_14
14,22,30,70,93,Relax_2,Subject_14
14,22,31,70,93,Relax_2,Subject_14
14,22,32,73,93,Relax_2,Subject_14
14,22,33,74,93,Relax_2,Subject_14
14,22,34,74,93,Relax_2,Subject_14
14,22,35,72,93,Relax_2,Subject_14
14,22,36,72,93,Relax_2,Subject_14
14,22,37,72,93,Relax_2,Subject_14
14,22,38,72,93,Relax_2,Subject_14
14,22,39,71,94,Relax_2,Subject_14
14,22,40,71,94,Relax_2,Subject_14
14,22,41,70,94,Relax_2,Subject_14
14,22,42,70,94,Relax_2,Subject_14
14,22,43,71,94,Relax_2,Subject_14
14,22,44,71,94,Relax_2,Subject_14
14,22,45,70,94,Relax_2,Subject_14
14,22,46,70,94,Relax_2,Subject_14
14,22,47,71,94,Relax_2,Subject_14
14,22,48,70,94,Relax_2,Subject_14
14,22,49,70,94,Relax_2,Subject_14
14,22,50,70,94,Relax_2,Subject_14
14,22,51,70,93,Relax_2,Subject_14
14,22,52,70,94,Relax_2,Subject_14
14,22,53,70,94,Relax_2,Subject_14
14,22,54,69,94,Relax_2,Subject_14
14,22,55,69,94,Relax_2,Subject_14
14,22,56,68,94,Relax_2,Subject_14
14,22,57,69,94,Relax_2,Subject_14
14,22,58,68,94,Relax_2,Subject_14
14,22,59,69,93,Relax_2,Subject_14
14,23,0,70,93,Relax_2,Subject_14
14,23,1,70,93,Relax_2,Subject_14
14,23,2,70,94,Relax_2,Subject_14
14,23,3,70,94,Relax_2,Subject_14
14,23,4,70,94,Relax_2,Subject_14
14,23,5,69,93,Relax_2,Subject_14
14,23,6,69,93,Relax_2,Subject_14
14,23,7,69,93,Relax_2,Subject_14
14,23,8,69,93,Relax_2,Subject_14
14,23,9,69,93,Relax_2,Subject_14
14,23,10,69,93,Relax_2,Subject_14
14,23,11,69,93,Relax_2,Subject_14
14,23,12,69,93,Relax_2,Subject_14
14,23,13,69,93,Relax_2,Subject_14
14,23,14,70,93,Relax_2,Subject_14
14,23,15,70,93,Relax_2,Subject_14
14,23,16,70,93,Relax_2,Subject_14
14,23,17,69,93,Relax_2,Subject_14
14,23,18,69,93,Relax_2,Subject_14
14,23,19,69,93,Relax_2,Subject_14
14,23,20,69,93,Relax_2,Subject_14
14,23,21,70,93,Relax_2,Subject_14
14,23,22,70,93,Relax_2,Subject_14
14,23,23,70,94,Relax_2,Subject_14
14,23,24,71,94,Relax_2,Subject_14
14,23,25,71,94,Relax_2,Subject_14
14,23,26,71,93,Relax_2,Subject_14
14,23,27,71,93,Relax_2,Subject_14
14,23,28,72,93,Relax_2,Subject_14
14,23,29,72,93,Relax_2,Subject_14
14,23,30,73,93,Relax_2,Subject_14
14,23,31,74,93,Relax_2,Subject_14
14,23,32,73,93,Relax_2,Subject_14
14,23,33,73,93,Relax_2,Subject_14
14,23,34,73,93,Relax_2,Subject_14
14,23,35,72,93,Relax_2,Subject_14
14,23,36,72,93,Relax_2,Subject_14
14,23,37,71,93,Relax_2,Subject_14
14,23,38,70,93,Relax_2,Subject_14
14,23,39,70,93,Relax_2,Subject_14
14,23,40,69,93,Relax_2,Subject_14
14,23,41,69,93,Relax_2,Subject_14
14,23,42,69,93,Relax_2,Subject_14
14,23,43,69,94,Relax_2,Subject_14
14,23,44,68,93,Relax_2,Subject_14
14,23,45,68,93,Relax_2,Subject_14
14,23,46,69,93,Relax_2,Subject_14
14,23,47,69,93,Relax_2,Subject_14
14,23,48,69,93,Relax_2,Subject_14
14,23,49,69,93,Relax_2,Subject_14
14,23,50,70,93,Relax_2,Subject_14
14,23,51,69,93,Relax_2,Subject_14
14,23,52,69,93,Relax_2,Subject_14
14,23,53,68,93,Relax_2,Subject_14
14,23,54,67,93,Relax_2,Subject_14
14,23,55,67,93,Relax_2,Subject_14
14,23,56,68,93,Relax_2,Subject_14
14,23,57,67,93,Relax_2,Subject_14
14,23,58,66,93,Relax_2,Subject_14
14,23,59,65,93,Relax_2,Subject_14
14,24,0,65,93,Relax_2,Subject_14
14,24,1,64,93,Relax_2,Subject_14
14,24,2,64,93,Relax_2,Subject_14
14,24,3,63,93,Relax_2,Subject_14
14,24,4,64,93,Relax_2,Subject_14
14,24,5,64,93,Relax_2,Subject_14
14,24,6,64,93,Relax_2,Subject_14
14,24,7,64,93,Relax_2,Subject_14
14,24,8,64,93,Relax_2,Subject_14
14,24,9,64,93,Relax_2,Subject_14
14,24,10,63,93,Relax_2,Subject_14
14,24,11,65,93,Relax_2,Subject_14
14,24,12,64,93,Relax_2,Subject_14
14,24,13,64,93,Relax_2,Subject_14
14,24,14,65,93,Relax_2,Subject_14
14,24,15,66,93,Relax_2,Subject_14
14,24,16,65,93,Relax_2,Subject_14
14,24,17,65,93,Relax_2,Subject_14
14,24,18,66,93,Relax_2,Subject_14
14,24,19,66,93,Relax_2,Subject_14
14,24,20,66,93,Relax_2,Subject_14
14,24,21,66,93,Relax_2,Subject_14
14,24,22,66,93,Relax_2,Subject_14
14,24,23,66,93,Relax_2,Subject_14
14,24,24,66,93,Relax_2,Subject_14
14,24,25,67,93,Relax_2,Subject_14
14,24,26,67,93,Relax_2,Subject_14
14,24,27,67,93,Relax_2,Subject_14
14,24,28,67,93,Relax_2,Subject_14
14,24,29,67,93,Relax_2,Subject_14
14,24,30,67,93,Relax_2,Subject_14
14,24,31,66,93,Relax_2,Subject_14
14,24,32,66,93,Relax_2,Subject_14
14,24,33,67,93,Relax_2,Subject_14
14,24,34,67,93,Relax_2,Subject_14
14,24,35,67,93,Relax_2,Subject_14
14,24,36,68,93,Relax_2,Subject_14
14,24,37,68,93,Relax_2,Subject_14
14,24,38,68,93,Relax_2,Subject_14
14,24,39,68,93,Relax_2,Subject_14
14,24,40,68,93,Relax_2,Subject_14
14,24,41,67,93,Relax_2,Subject_14
14,24,42,67,93,Relax_2,Subject_14
14,24,43,67,93,Relax_2,Subject_14
14,24,44,67,93,Relax_2,Subject_14
14,24,45,67,93,Relax_2,Subject_14
14,24,46,66,93,Relax_2,Subject_14
14,24,47,66,93,Relax_2,Subject_14
14,24,48,66,93,Relax_2,Subject_14
14,24,49,66,93,Relax_2,Subject_14
14,24,50,66,93,Relax_2,Subject_14
14,24,51,67,93,Relax_2,Subject_14
14,24,52,68,93,Relax_2,Subject_14
14,24,53,68,93,Relax_2,Subject_14
14,24,54,68,93,Relax_2,Subject_14
14,24,55,68,93,Relax_2,Subject_14
14,24,56,68,93,Relax_2,Subject_14
14,24,57,68,93,Relax_2,Subject_14
14,24,58,68,93,Relax_2,Subject_14
14,24,59,68,93,Relax_2,Subject_14
14,25,0,68,93,Relax_2,Subject_14
14,25,1,69,93,Relax_2,Subject_14
14,25,2,68,93,Relax_2,Subject_14
14,25,3,68,93,Relax_2,Subject_14
14,25,4,68,93,Relax_2,Subject_14
14,25,5,69,93,Relax_2,Subject_14
14,25,6,69,93,Relax_2,Subject_14
14,25,7,70,93,Relax_2,Subject_14
14,25,8,70,93,Relax_2,Subject_14
14,25,9,69,93,Relax_2,Subject_14
14,25,10,69,93,Relax_2,Subject_14
14,25,11,69,93,Relax_2,Subject_14
14,25,12,68,93,Relax_2,Subject_14
14,25,13,68,93,Relax_2,Subject_14
14,25,14,68,93,Relax_2,Subject_14
14,25,15,68,93,Relax_2,Subject_14
14,25,16,68,93,Relax_2,Subject_14
14,25,17,68,93,Relax_2,Subject_14
14,25,18,68,93,Relax_2,Subject_14
14,25,19,69,93,Relax_2,Subject_14
14,25,20,69,93,Relax_2,Subject_14
14,25,21,69,93,Relax_2,Subject_14
14,25,22,70,93,Relax_2,Subject_14
14,25,23,70,93,Relax_2,Subject_14
14,25,24,70,93,Relax_2,Subject_14
14,25,25,71,93,Relax_2,Subject_14
14,25,45,75,94,EmotionalStress,Subject_14
14,25,46,73,94,EmotionalStress,Subject_14
14,25,47,74,94,EmotionalStress,Subject_14
14,25,48,77,93,EmotionalStress,Subject_14
14,25,49,77,92,EmotionalStress,Subject_14
14,25,50,77,92,EmotionalStress,Subject_14
14,25,51,77,92,EmotionalStress,Subject_14
14,25,52,77,92,EmotionalStress,Subject_14
14,25,53,77,92,EmotionalStress,Subject_14
14,25,54,78,92,EmotionalStress,Subject_14
14,25,55,78,92,EmotionalStress,Subject_14
14,25,56,81,93,EmotionalStress,Subject_14
14,25,57,81,93,EmotionalStress,Subject_14
14,25,58,89,93,EmotionalStress,Subject_14
14,25,59,89,93,EmotionalStress,Subject_14
14,26,0,89,93,EmotionalStress,Subject_14
14,26,1,89,93,EmotionalStress,Subject_14
14,26,2,89,93,EmotionalStress,Subject_14
14,26,3,89,93,EmotionalStress,Subject_14
14,26,4,89,92,EmotionalStress,Subject_14
14,26,5,89,92,EmotionalStress,Subject_14
14,26,6,85,92,EmotionalStress,Subject_14
14,26,7,82,93,EmotionalStress,Subject_14
14,26,8,82,93,EmotionalStress,Subject_14
14,26,9,82,93,EmotionalStress,Subject_14
14,26,10,82,93,EmotionalStress,Subject_14
14,26,11,82,93,EmotionalStress,Subject_14
14,26,12,80,93,EmotionalStress,Subject_14
14,26,13,80,93,EmotionalStress,Subject_14
14,26,14,79,93,EmotionalStress,Subject_14
14,26,15,79,93,EmotionalStress,Subject_14
14,26,16,78,93,EmotionalStress,Subject_14
14,26,17,75,93,EmotionalStress,Subject_14
14,26,18,75,93,EmotionalStress,Subject_14
14,26,19,75,93,EmotionalStress,Subject_14
14,26,20,75,93,EmotionalStress,Subject_14
14,26,21,75,93,EmotionalStress,Subject_14
14,26,22,75,93,EmotionalStress,Subject_14
14,26,23,75,93,EmotionalStress,Subject_14
14,26,24,75,93,EmotionalStress,Subject_14
14,26,25,74,93,EmotionalStress,Subject_14
14,26,25,74,93,CognitiveStress,Subject_14
14,26,26,73,93,CognitiveStress,Subject_14
14,26,27,73,93,CognitiveStress,Subject_14
14,26,28,73,93,CognitiveStress,Subject_14
14,26,29,73,93,CognitiveStress,Subject_14
14,26,30,72,93,CognitiveStress,Subject_14
14,26,31,72,93,CognitiveStress,Subject_14
14,26,32,71,93,CognitiveStress,Subject_14
14,26,33,70,93,CognitiveStress,Subject_14
14,26,34,69,93,CognitiveStress,Subject_14
14,26,35,68,93,CognitiveStress,Subject_14
14,26,36,67,93,CognitiveStress,Subject_14
14,26,37,67,93,CognitiveStress,Subject_14
14,26,38,68,93,CognitiveStress,Subject_14
14,26,39,68,94,CognitiveStress,Subject_14
14,26,40,74,94,CognitiveStress,Subject_14
14,26,41,74,94,CognitiveStress,Subject_14
14,26,42,75,94,CognitiveStress,Subject_14
14,26,43,74,94,CognitiveStress,Subject_14
14,26,44,74,94,CognitiveStress,Subject_14
14,26,45,71,94,CognitiveStress,Subject_14
14,26,46,71,94,CognitiveStress,Subject_14
14,26,47,71,94,CognitiveStress,Subject_14
14,26,48,71,94,CognitiveStress,Subject_14
14,26,49,71,94,CognitiveStress,Subject_14
14,26,50,70,94,CognitiveStress,Subject_14
14,26,51,70,94,CognitiveStress,Subject_14
14,26,52,69,94,CognitiveStress,Subject_14
14,26,53,69,94,CognitiveStress,Subject_14
14,26,54,70,93,CognitiveStress,Subject_14
14,26,55,72,93,CognitiveStress,Subject_14
14,26,56,72,93,CognitiveStress,Subject_14
14,26,57,72,93,CognitiveStress,Subject_14
14,26,58,72,93,CognitiveStress,Subject_14
14,26,59,72,93,CognitiveStress,Subject_14
14,27,0,72,93,CognitiveStress,Subject_14
14,27,1,72,93,CognitiveStress,Subject_14
14,27,2,72,93,CognitiveStress,Subject_14
14,27,3,72,93,CognitiveStress,Subject_14
14,27,4,74,94,CognitiveStress,Subject_14
14,27,5,74,94,CognitiveStress,Subject_14
14,27,6,75,94,CognitiveStress,Subject_14
14,27,7,74,94,CognitiveStress,Subject_14
14,27,8,74,94,CognitiveStress,Subject_14
14,27,9,74,93,CognitiveStress,Subject_14
14,27,10,74,94,CognitiveStress,Subject_14
14,27,11,74,94,CognitiveStress,Subject_14
14,27,12,75,94,CognitiveStress,Subject_14
14,27,13,75,94,CognitiveStress,Subject_14
14,27,14,74,94,CognitiveStress,Subject_14
14,27,15,73,94,CognitiveStress,Subject_14
14,27,16,73,94,CognitiveStress,Subject_14
14,27,17,73,94,CognitiveStress,Subject_14
14,27,18,74,94,CognitiveStress,Subject_14
14,27,19,74,93,CognitiveStress,Subject_14
14,27,20,77,93,CognitiveStress,Subject_14
14,27,21,79,93,CognitiveStress,Subject_14
14,27,22,80,94,CognitiveStress,Subject_14
14,27,23,79,94,CognitiveStress,Subject_14
14,27,24,80,93,CognitiveStress,Subject_14
14,27,25,77,93,CognitiveStress,Subject_14
14,27,26,77,93,CognitiveStress,Subject_14
14,27,27,75,93,CognitiveStress,Subject_14
14,27,28,77,94,CognitiveStress,Subject_14
14,27,29,80,94,CognitiveStress,Subject_14
14,27,30,81,94,CognitiveStress,Subject_14
14,27,31,78,94,CognitiveStress,Subject_14
14,27,32,77,94,CognitiveStress,Subject_14
14,27,33,76,94,CognitiveStress,Subject_14
14,27,34,75,94,CognitiveStress,Subject_14
14,27,35,76,94,CognitiveStress,Subject_14
14,27,36,75,94,CognitiveStress,Subject_14
14,27,37,75,94,CognitiveStress,Subject_14
14,27,38,75,94,CognitiveStress,Subject_14
14,27,39,74,94,CognitiveStress,Subject_14
14,27,40,73,94,CognitiveStress,Subject_14
14,27,41,71,94,CognitiveStress,Subject_14
14,27,42,70,94,CognitiveStress,Subject_14
14,27,43,69,93,CognitiveStress,Subject_14
14,27,44,69,93,CognitiveStress,Subject_14
14,27,45,69,93,CognitiveStress,Subject_14
14,27,46,70,93,CognitiveStress,Subject_14
14,27,47,70,93,CognitiveStress,Subject_14
14,27,48,70,93,CognitiveStress,Subject_14
14,27,49,69,94,CognitiveStress,Subject_14
14,27,50,69,94,CognitiveStress,Subject_14
14,27,51,69,94,CognitiveStress,Subject_14
14,27,52,69,94,CognitiveStress,Subject_14
14,27,53,68,94,CognitiveStress,Subject_14
14,27,54,68,94,CognitiveStress,Subject_14
14,27,55,68,93,CognitiveStress,Subject_14
14,27,56,68,93,CognitiveStress,Subject_14
14,27,57,68,93,CognitiveStress,Subject_14
14,27,58,68,93,CognitiveStress,Subject_14
14,27,59,68,93,CognitiveStress,Subject_14
14,28,0,68,94,CognitiveStress,Subject_14
14,28,1,67,94,CognitiveStress,Subject_14
14,28,2,67,94,CognitiveStress,Subject_14
14,28,3,67,94,CognitiveStress,Subject_14
14,28,4,67,93,CognitiveStress,Subject_14
14,28,5,67,94,CognitiveStress,Subject_14
14,28,6,68,94,CognitiveStress,Subject_14
14,28,7,73,94,CognitiveStress,Subject_14
14,28,8,73,94,CognitiveStress,Subject_14
14,28,9,73,94,CognitiveStress,Subject_14
14,28,10,73,94,CognitiveStress,Subject_14
14,28,11,74,94,CognitiveStress,Subject_14
14,28,12,71,94,CognitiveStress,Subject_14
14,28,13,71,94,CognitiveStress,Subject_14
14,28,14,71,94,CognitiveStress,Subject_14
14,28,15,70,94,CognitiveStress,Subject_14
14,28,16,70,93,CognitiveStress,Subject_14
14,28,17,70,94,CognitiveStress,Subject_14
14,28,18,70,94,CognitiveStress,Subject_14
14,28,19,69,94,CognitiveStress,Subject_14
14,28,20,68,94,CognitiveStress,Subject_14
14,28,21,68,94,CognitiveStress,Subject_14
14,28,22,68,94,CognitiveStress,Subject_14
14,28,23,68,94,CognitiveStress,Subject_14
14,28,24,67,95,CognitiveStress,Subject_14
14,28,25,67,95,CognitiveStress,Subject_14
14,28,26,68,95,CognitiveStress,Subject_14
14,28,27,68,95,CognitiveStress,Subject_14
14,28,28,68,94,CognitiveStress,Subject_14
14,28,29,68,94,CognitiveStress,Subject_14
14,28,30,68,94,CognitiveStress,Subject_14
14,28,31,68,94,CognitiveStress,Subject_14
14,28,32,68,94,CognitiveStress,Subject_14
14,28,33,67,94,CognitiveStress,Subject_14
14,28,34,67,94,CognitiveStress,Subject_14
14,28,35,66,94,CognitiveStress,Subject_14
14,28,36,66,94,CognitiveStress,Subject_14
14,28,37,66,94,CognitiveStress,Subject_14
14,28,38,66,93,CognitiveStress,Subject_14
14,28,39,65,93,CognitiveStress,Subject_14
14,28,40,65,93,CognitiveStress,Subject_14
14,28,41,65,94,CognitiveStress,Subject_14
14,28,42,66,94,CognitiveStress,Subject_14
14,28,43,66,94,CognitiveStress,Subject_14
14,28,44,65,94,CognitiveStress,Subject_14
14,28,45,65,94,CognitiveStress,Subject_14
14,28,46,66,94,CognitiveStress,Subject_14
14,28,47,65,94,CognitiveStress,Subject_14
14,28,48,65,94,CognitiveStress,Subject_14
14,28,49,65,94,CognitiveStress,Subject_14
14,28,50,65,94,CognitiveStress,Subject_14
14,28,51,65,94,CognitiveStress,Subject_14
14,28,52,66,94,CognitiveStress,Subject_14
14,28,53,67,94,CognitiveStress,Subject_14
14,28,54,67,93,CognitiveStress,Subject_14
14,28,55,68,93,CognitiveStress,Subject_14
14,28,56,68,93,CognitiveStress,Subject_14
14,28,57,68,93,CognitiveStress,Subject_14
14,28,58,67,93,CognitiveStress,Subject_14
14,28,59,67,94,CognitiveStress,Subject_14
14,29,0,68,94,CognitiveStress,Subject_14
14,29,1,68,94,CognitiveStress,Subject_14
14,29,2,67,94,CognitiveStress,Subject_14
14,29,3,67,94,CognitiveStress,Subject_14
14,29,4,67,94,CognitiveStress,Subject_14
14,29,5,67,94,CognitiveStress,Subject_14
14,29,6,67,94,CognitiveStress,Subject_14
14,29,7,67,94,CognitiveStress,Subject_14
14,29,8,67,94,CognitiveStress,Subject_14
14,29,9,67,94,CognitiveStress,Subject_14
14,29,10,67,94,CognitiveStress,Subject_14
14,29,11,67,94,CognitiveStress,Subject_14
14,29,12,66,94,CognitiveStress,Subject_14
14,29,13,65,94,CognitiveStress,Subject_14
14,29,14,65,94,CognitiveStress,Subject_14
14,29,15,65,94,CognitiveStress,Subject_14
14,29,16,65,94,CognitiveStress,Subject_14
14,29,17,65,94,CognitiveStress,Subject_14
14,29,18,65,94,CognitiveStress,Subject_14
14,29,19,65,94,CognitiveStress,Subject_14
14,29,20,65,94,CognitiveStress,Subject_14
14,29,21,65,94,CognitiveStress,Subject_14
14,29,22,65,94,CognitiveStress,Subject_14
14,29,23,65,94,CognitiveStress,Subject_14
14,29,24,65,94,CognitiveStress,Subject_14
14,29,25,65,94,CognitiveStress,Subject_14
14,29,26,65,94,CognitiveStress,Subject_14
14,29,27,65,94,CognitiveStress,Subject_14
14,29,28,65,94,CognitiveStress,Subject_14
14,29,29,65,94,CognitiveStress,Subject_14
14,29,30,65,94,CognitiveStress,Subject_14
14,29,31,65,94,CognitiveStress,Subject_14
14,29,32,65,94,CognitiveStress,Subject_14
14,29,33,65,94,CognitiveStress,Subject_14
14,29,34,66,94,CognitiveStress,Subject_14
14,29,35,66,94,CognitiveStress,Subject_14
14,29,36,66,94,CognitiveStress,Subject_14
14,29,37,67,94,CognitiveStress,Subject_14
14,29,38,67,94,CognitiveStress,Subject_14
14,29,39,66,94,CognitiveStress,Subject_14
14,29,40,66,94,CognitiveStress,Subject_14
14,29,41,65,94,CognitiveStress,Subject_14
14,29,42,65,94,CognitiveStress,Subject_14
14,29,43,65,94,CognitiveStress,Subject_14
14,29,44,66,94,CognitiveStress,Subject_14
14,29,45,66,94,CognitiveStress,Subject_14
14,29,46,66,94,CognitiveStress,Subject_14
14,29,47,66,94,CognitiveStress,Subject_14
14,29,48,66,94,CognitiveStress,Subject_14
14,29,49,66,94,CognitiveStress,Subject_14
14,29,50,66,94,CognitiveStress,Subject_14
14,29,51,66,94,CognitiveStress,Subject_14
14,29,52,65,94,CognitiveStress,Subject_14
14,29,53,65,94,CognitiveStress,Subject_14
14,29,54,65,94,CognitiveStress,Subject_14
14,29,55,65,94,CognitiveStress,Subject_14
14,29,56,65,94,CognitiveStress,Subject_14
14,29,57,66,94,CognitiveStress,Subject_14
14,29,58,66,94,CognitiveStress,Subject_14
14,29,59,67,93,CognitiveStress,Subject_14
14,30,0,67,93,CognitiveStress,Subject_14
14,30,1,67,93,CognitiveStress,Subject_14
14,30,2,67,93,CognitiveStress,Subject_14
14,30,3,67,93,CognitiveStress,Subject_14
14,30,4,67,93,CognitiveStress,Subject_14
14,30,5,68,93,CognitiveStress,Subject_14
14,30,6,68,93,CognitiveStress,Subject_14
14,30,7,69,93,CognitiveStress,Subject_14
14,30,8,69,92,CognitiveStress,Subject_14
14,30,9,70,92,CognitiveStress,Subject_14
14,30,10,70,92,CognitiveStress,Subject_14
14,30,11,71,92,CognitiveStress,Subject_14
14,30,12,71,92,CognitiveStress,Subject_14
14,30,13,72,92,CognitiveStress,Subject_14
14,30,14,72,92,CognitiveStress,Subject_14
14,30,15,72,92,CognitiveStress,Subject_14
14,30,16,72,92,CognitiveStress,Subject_14
14,30,17,72,92,CognitiveStress,Subject_14
14,30,18,72,92,CognitiveStress,Subject_14
14,30,19,72,92,CognitiveStress,Subject_14
14,30,20,72,92,CognitiveStress,Subject_14
14,30,21,72,92,CognitiveStress,Subject_14
14,30,22,72,92,CognitiveStress,Subject_14
14,30,23,72,92,CognitiveStress,Subject_14
14,30,24,71,92,CognitiveStress,Subject_14
14,30,25,70,92,CognitiveStress,Subject_14
14,30,26,70,93,CognitiveStress,Subject_14
14,30,27,69,94,CognitiveStress,Subject_14
14,30,28,69,94,CognitiveStress,Subject_14
14,30,29,68,94,CognitiveStress,Subject_14
14,30,30,67,94,CognitiveStress,Subject_14
14,30,31,67,95,CognitiveStress,Subject_14
14,30,32,66,95,CognitiveStress,Subject_14
14,30,33,66,95,CognitiveStress,Subject_14
14,30,34,66,95,CognitiveStress,Subject_14
14,30,35,66,96,CognitiveStress,Subject_14
14,30,36,67,96,CognitiveStress,Subject_14
14,30,37,67,96,CognitiveStress,Subject_14
14,30,38,67,95,CognitiveStress,Subject_14
14,30,39,67,95,CognitiveStress,Subject_14
14,30,40,67,95,CognitiveStress,Subject_14
14,30,41,67,95,CognitiveStress,Subject_14
14,30,42,66,95,CognitiveStress,Subject_14
14,30,43,66,95,CognitiveStress,Subject_14
14,30,44,66,95,CognitiveStress,Subject_14
14,30,45,66,94,CognitiveStress,Subject_14
14,30,46,66,94,CognitiveStress,Subject_14
14,30,47,66,94,CognitiveStress,Subject_14
14,30,48,66,94,CognitiveStress,Subject_14
14,30,49,66,94,CognitiveStress,Subject_14
14,30,50,66,94,CognitiveStress,Subject_14
14,30,51,66,94,CognitiveStress,Subject_14
14,30,52,66,93,CognitiveStress,Subject_14
14,30,53,65,93,CognitiveStress,Subject_14
14,30,54,65,94,CognitiveStress,Subject_14
14,30,55,65,94,CognitiveStress,Subject_14
14,30,56,65,94,CognitiveStress,Subject_14
14,30,57,65,94,CognitiveStress,Subject_14
14,30,58,65,94,CognitiveStress,Subject_14
14,30,59,65,94,CognitiveStress,Subject_14
14,31,0,65,94,CognitiveStress,Subject_14
14,31,1,65,94,CognitiveStress,Subject_14
14,31,2,67,94,CognitiveStress,Subject_14
14,31,3,67,95,CognitiveStress,Subject_14
14,31,4,68,95,CognitiveStress,Subject_14
14,31,5,68,94,CognitiveStress,Subject_14
14,31,6,69,94,CognitiveStress,Subject_14
14,31,7,69,94,CognitiveStress,Subject_14
14,31,8,69,94,CognitiveStress,Subject_14
14,31,9,68,94,CognitiveStress,Subject_14
14,31,10,68,94,CognitiveStress,Subject_14
14,31,11,67,94,CognitiveStress,Subject_14
14,31,12,66,94,CognitiveStress,Subject_14
14,31,13,65,94,CognitiveStress,Subject_14
14,31,14,65,94,CognitiveStress,Subject_14
14,31,15,64,94,CognitiveStress,Subject_14
14,31,16,64,94,CognitiveStress,Subject_14
14,31,17,63,94,CognitiveStress,Subject_14
14,31,18,63,94,CognitiveStress,Subject_14
14,31,19,63,94,CognitiveStress,Subject_14
14,31,20,62,94,CognitiveStress,Subject_14
14,31,21,62,94,CognitiveStress,Subject_14
14,31,22,62,94,CognitiveStress,Subject_14
14,31,23,63,94,CognitiveStress,Subject_14
14,31,24,63,94,CognitiveStress,Subject_14
14,31,25,64,94,CognitiveStress,Subject_14
14,31,26,64,94,CognitiveStress,Subject_14
14,31,27,64,94,CognitiveStress,Subject_14
14,31,28,65,94,CognitiveStress,Subject_14
14,31,29,65,94,CognitiveStress,Subject_14
14,31,30,65,94,CognitiveStress,Subject_14
14,31,31,65,94,CognitiveStress,Subject_14
14,31,32,65,94,CognitiveStress,Subject_14
14,31,33,65,94,CognitiveStress,Subject_14
14,31,34,66,94,CognitiveStress,Subject_14
14,31,35,66,94,CognitiveStress,Subject_14
